ID,Edad,Género,Estado Civil,Tipo de Contrato,Nivel de Responsabilidad,Satisfacción Laboral,Nivel de Estrés,Texto,Fecha y Hora,Estado de Estrés,Consejo para el Estrés
65,32,F,Soltero,Tiempo Completo,Alto,3,1,"Hoy fue un día muy tranquilo, pude enfocarme en mis tareas sin distracciones.",2024-10-05 09:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
18,21,F,Soltero,Tiempo Completo,Medio,2,2,"El volumen de trabajo es demasiado alto, necesito apoyo urgente.",2024-08-23 13:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
96,46,M,Divorciado,Tiempo Parcial,Medio,3,2,Me siento agradecido por el apoyo que recibí de mis compañeros hoy.,2024-10-09 05:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
49,21,M,Casado,Tiempo Parcial,Alto,2,5,Me siento agobiado por la falta de claridad en las instrucciones que recibí.,2024-05-20 16:06:38.992,Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
11,21,F,Casado,Tiempo Completo,Medio,2,4,"El equipo trabajó muy bien hoy, todos colaboraron de manera eficiente.",2024-12-18 17:06:38.992,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
85,39,M,Divorciado,Tiempo Completo,Medio,3,7,"Hoy fue un día muy caótico, pero logré mantener la calma y resolver los problemas.",2024-06-05 21:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
26,50,M,Soltero,Tiempo Parcial,Medio,4,7,Me siento agotado después de un día lleno de actividades y responsabilidades.,2024-05-17 08:06:38.992,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
63,38,M,Casado,Tiempo Completo,Medio,1,5,La falta de comunicación hoy hizo que todo se volviera más complicado.,2024-03-24 09:06:38.992,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
89,48,M,Casado,Tiempo Completo,Alto,4,4,El ambiente laboral hoy fue muy colaborativo y enriquecedor.,2024-07-08 20:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
86,37,M,Divorciado,Tiempo Parcial,Bajo,4,2,Me siento motivado por las nuevas oportunidades que se presentaron hoy.,2024-07-18 07:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
59,40,M,Soltero,Tiempo Completo,Alto,3,1,El estrés no me deja disfrutar de los pequeños logros del día.,2024-07-09 07:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
27,47,M,Soltero,Tiempo Parcial,Bajo,4,5,"Hoy fue un día muy frustrante, no pude cumplir con mis objetivos.",2024-12-22 14:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
49,21,M,Casado,Tiempo Parcial,Alto,4,4,El exceso de reuniones hoy me impidió avanzar en mis tareas importantes.,2025-02-28 11:06:38.992,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
77,57,F,Divorciado,Tiempo Completo,Bajo,1,5,El exceso de reuniones hoy me impidió avanzar en mis tareas importantes.,2025-02-25 17:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
33,26,M,Casado,Tiempo Parcial,Medio,4,5,El exceso de reuniones hoy me impidió avanzar en mis tareas importantes.,2025-01-27 17:06:38.992,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
98,41,F,Soltero,Tiempo Parcial,Alto,1,1,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2024-10-25 12:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
99,25,F,Casado,Tiempo Parcial,Alto,3,4,El ambiente laboral hoy fue muy positivo y lleno de buenas vibras.,2024-10-16 15:06:38.992,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
1,33,M,Casado,Tiempo Parcial,Alto,1,9,Me siento abrumado por la cantidad de correos electrónicos que tengo que responder.,2024-07-20 13:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
21,34,F,Casado,Tiempo Completo,Alto,2,4,El estrés me está afectando tanto que no puedo disfrutar de mi tiempo libre.,2024-11-28 06:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
55,25,M,Soltero,Tiempo Completo,Alto,2,3,"Hoy fue un día muy productivo, logré avanzar en todos los proyectos importantes.",2024-12-09 08:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
6,56,F,Casado,Tiempo Parcial,Alto,1,5,"El equipo trabajó muy bien hoy, todos colaboraron de manera eficiente.",2024-04-08 13:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
92,57,M,Casado,Tiempo Parcial,Bajo,2,5,"Hoy fue un día muy productivo, logré avanzar en todos los proyectos importantes.",2024-10-31 09:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
81,56,M,Divorciado,Tiempo Completo,Bajo,3,4,"Hoy fue un día desafiante, pero logré superarlo.",2024-10-08 22:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
69,21,F,Soltero,Tiempo Completo,Medio,2,3,El estrés no me deja disfrutar de los momentos de descanso.,2024-05-12 08:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
95,31,F,Casado,Tiempo Completo,Medio,1,5,"Hoy fue un día muy productivo, logré avanzar en todos los proyectos importantes.",2025-03-11 20:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
5,47,M,Soltero,Tiempo Parcial,Bajo,3,1,El ambiente laboral hoy fue muy colaborativo y enriquecedor.,2024-03-30 02:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
3,55,M,Casado,Tiempo Parcial,Medio,2,8,Me siento abrumado por la cantidad de tareas que tengo que hacer mañana.,2025-01-14 03:06:38.992,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
53,57,M,Casado,Tiempo Parcial,Medio,3,4,El ambiente laboral hoy fue muy colaborativo y enriquecedor.,2024-09-11 01:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
23,38,M,Soltero,Tiempo Completo,Medio,1,5,"Las reuniones de hoy fueron muy inspiradoras, salí con muchas ideas nuevas.",2025-02-14 22:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
53,57,M,Casado,Tiempo Parcial,Medio,2,3,"Hoy fue un día muy positivo, recibí el reconocimiento de mis colegas.",2024-12-26 17:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
37,27,F,Casado,Tiempo Parcial,Bajo,3,9,Me siento agotado después de un día lleno de actividades y responsabilidades.,2024-08-08 10:06:38.992,Estresado,Sal unos minutos a tomar aire fresco o mira un video relajante desde tu celular.
74,34,F,Soltero,Tiempo Completo,Bajo,3,2,"Hoy fue un día muy inspirador, aprendí cosas nuevas y valiosas.",2024-04-22 12:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
74,34,F,Soltero,Tiempo Completo,Bajo,2,9,Estoy muy estresado por los plazos que tengo.,2025-02-17 22:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
83,43,M,Casado,Tiempo Completo,Bajo,3,2,"Hoy fue un día muy positivo, recibí el reconocimiento de mis colegas.",2024-10-06 04:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
17,49,M,Casado,Tiempo Completo,Alto,3,10,No puedo evitar sentirme estresado por los cambios constantes en el proyecto.,2024-05-06 19:06:38.992,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
85,39,M,Divorciado,Tiempo Completo,Medio,1,1,"Hoy fue un día muy desafiante, pero aprendí mucho en el proceso.",2024-06-19 12:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
78,35,M,Casado,Tiempo Completo,Bajo,1,8,"No sé cómo voy a terminar todo a tiempo, el estrés me está consumiendo.",2024-06-19 05:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
73,33,M,Divorciado,Tiempo Parcial,Bajo,1,4,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2024-06-17 20:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
1,33,M,Casado,Tiempo Parcial,Alto,1,3,El ambiente laboral hoy fue muy relajado y agradable.,2025-01-19 15:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
51,42,F,Divorciado,Tiempo Completo,Alto,1,5,El apoyo de mis compañeros hoy fue fundamental para superar los obstáculos.,2024-07-09 14:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
45,50,F,Casado,Tiempo Completo,Bajo,1,1,Me encanta cuando los proyectos avanzan según lo planeado.,2025-02-12 20:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
77,57,F,Divorciado,Tiempo Completo,Bajo,2,2,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2024-12-01 11:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
4,37,M,Casado,Tiempo Parcial,Bajo,1,3,El ambiente laboral hoy fue muy colaborativo y enriquecedor.,2024-06-15 07:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
62,42,M,Soltero,Tiempo Completo,Alto,3,5,Me siento agobiado por la falta de claridad en las instrucciones que recibí.,2024-06-06 15:06:38.992,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
65,32,F,Soltero,Tiempo Completo,Alto,2,1,"El equipo trabajó muy bien hoy, todos colaboraron de manera eficiente.",2024-05-31 12:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
32,33,M,Casado,Tiempo Parcial,Alto,3,2,"Hoy fue un día normal, ni bueno ni malo.",2024-07-06 16:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
34,42,F,Casado,Tiempo Completo,Alto,1,6,"Hoy fue un día muy desorganizado, no pude cumplir con mis tareas.",2024-04-30 04:06:38.992,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
92,57,M,Casado,Tiempo Parcial,Bajo,1,4,El ambiente laboral hoy fue muy positivo y lleno de buenas vibras.,2024-05-20 00:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
95,31,F,Casado,Tiempo Completo,Medio,3,9,Me siento agotado después de un día lleno de actividades y responsabilidades.,2024-05-10 06:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
72,27,F,Divorciado,Tiempo Parcial,Bajo,3,3,Me siento satisfecho con el progreso que logré hoy en mi trabajo.,2024-03-27 05:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
39,52,F,Divorciado,Tiempo Completo,Medio,3,5,El estrés no me deja disfrutar de los momentos de descanso.,2024-04-01 06:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
26,50,M,Soltero,Tiempo Parcial,Medio,4,3,El apoyo de mi equipo me ayudó mucho hoy.,2024-12-21 09:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
34,42,F,Casado,Tiempo Completo,Alto,4,1,"Hoy fue un día muy productivo, logré avanzar en todos los proyectos importantes.",2024-08-12 02:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
54,21,M,Casado,Tiempo Completo,Medio,4,2,"El equipo trabajó muy bien hoy, todos colaboraron de manera eficiente.",2025-01-22 21:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
3,55,M,Casado,Tiempo Parcial,Medio,4,6,"Hoy fue un día muy caótico, pero logré mantener la calma y resolver los problemas.",2025-02-01 07:06:38.992,Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
50,43,F,Divorciado,Tiempo Parcial,Alto,2,5,Me siento abrumado por la cantidad de correos electrónicos que tengo que responder.,2024-06-06 16:06:38.992,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
12,49,F,Soltero,Tiempo Parcial,Medio,1,1,El ambiente laboral hoy fue muy positivo y lleno de buenas vibras.,2024-11-24 21:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
65,32,F,Soltero,Tiempo Completo,Alto,3,7,Me siento frustrado porque no tengo suficiente tiempo para hacer todo lo que necesito.,2024-07-01 17:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
54,21,M,Casado,Tiempo Completo,Medio,1,1,El estrés me está afectando tanto que no puedo disfrutar de mi tiempo libre.,2025-02-18 05:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
5,47,M,Soltero,Tiempo Parcial,Bajo,3,3,El estrés de los plazos me está afectando más de lo que pensaba.,2025-01-17 21:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
94,48,F,Casado,Tiempo Parcial,Alto,1,5,"Hoy fue un día muy desafiante, pero aprendí mucho en el proceso.",2025-01-23 04:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
94,48,F,Casado,Tiempo Parcial,Alto,2,6,Me siento abrumado por la cantidad de correos electrónicos que tengo que responder.,2024-12-25 02:06:38.992,Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
57,56,F,Casado,Tiempo Completo,Bajo,4,2,El ambiente en la oficina hoy fue muy animado y lleno de energía positiva.,2024-03-20 11:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
17,49,M,Casado,Tiempo Completo,Alto,1,10,"No sé cómo voy a terminar todo a tiempo, el estrés me está consumiendo.",2024-12-13 17:06:38.992,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
47,45,M,Divorciado,Tiempo Parcial,Alto,3,2,Me siento feliz de haber terminado un proyecto importante hoy.,2024-07-11 21:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
23,38,M,Soltero,Tiempo Completo,Medio,1,5,Mi cabeza está a punto de explotar con tanto pendiente acumulado.,2024-10-18 05:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
79,37,M,Casado,Tiempo Parcial,Alto,2,5,"Hoy fue un día muy frustrante, no pude cumplir con mis objetivos.",2024-05-31 16:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
85,39,M,Divorciado,Tiempo Completo,Medio,2,4,"Hoy tuve que lidiar con un cliente muy difícil, pero logré resolver el problema.",2024-04-08 03:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
14,39,F,Divorciado,Tiempo Completo,Bajo,1,3,El equipo hoy trabajó de manera muy eficiente y coordinada.,2024-11-25 03:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
66,43,F,Divorciado,Tiempo Parcial,Bajo,4,3,"Hoy fue un día muy gratificante, recibí feedback positivo de mi jefe.",2024-06-05 00:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
75,51,F,Divorciado,Tiempo Completo,Medio,3,4,El equipo hoy trabajó de manera muy eficiente y coordinada.,2025-02-27 12:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
51,42,F,Divorciado,Tiempo Completo,Alto,2,6,"El ambiente laboral hoy fue muy relajado y agradable.Hoy fue un día muy relajado, pude trabajar sin presiones.",2024-12-26 22:06:38.992,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
38,53,M,Soltero,Tiempo Parcial,Bajo,2,7,Me siento agobiado por las expectativas.,2024-04-04 12:06:38.992,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
64,57,F,Divorciado,Tiempo Completo,Bajo,1,3,El equipo hoy trabajó de manera muy eficiente y coordinada.,2024-05-03 09:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
98,41,F,Soltero,Tiempo Parcial,Alto,2,2,"Hoy fue un día muy gratificante, recibí feedback positivo de mi jefe.",2024-12-09 14:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
38,53,M,Soltero,Tiempo Parcial,Bajo,2,1,"Hoy fue un día muy frustrante, no pude cumplir con mis objetivos.",2024-04-27 01:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
50,43,F,Divorciado,Tiempo Parcial,Alto,3,1,El ambiente laboral hoy fue muy relajado y agradable.,2024-12-05 02:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
98,41,F,Soltero,Tiempo Parcial,Alto,4,8,Me siento abrumado por la cantidad de responsabilidades que tengo.,2024-04-03 04:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
82,47,F,Soltero,Tiempo Completo,Alto,3,5,El ambiente laboral hoy fue muy positivo y lleno de buenas vibras.,2024-04-01 10:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
30,30,M,Soltero,Tiempo Completo,Alto,4,7,Me siento frustrado porque no tengo los recursos necesarios para hacer mi trabajo.,2024-06-16 16:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
79,37,M,Casado,Tiempo Parcial,Alto,3,3,Me siento orgulloso de lo que logré hoy.,2025-01-04 17:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
91,26,F,Divorciado,Tiempo Completo,Bajo,1,4,"Hoy fue un día muy organizado, todo fluyó sin complicaciones.",2025-01-16 22:06:38.992,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
51,42,F,Divorciado,Tiempo Completo,Alto,2,8,Me siento abrumado por la cantidad de correos electrónicos que tengo que responder.,2024-09-26 15:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
63,38,M,Casado,Tiempo Completo,Medio,4,3,El equipo hoy trabajó de manera muy eficiente y coordinada.,2024-04-22 12:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
98,41,F,Soltero,Tiempo Parcial,Alto,1,2,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2024-06-04 10:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
52,45,M,Casado,Tiempo Parcial,Bajo,2,2,El apoyo de mis compañeros hoy fue fundamental para superar los obstáculos.,2024-05-23 12:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
38,53,M,Soltero,Tiempo Parcial,Bajo,2,5,Me siento motivado por los nuevos desafíos que se presentaron hoy.,2024-06-22 23:06:38.992,No Estresado,"Tómate una pausa corta, ve por un vaso de agua y haz una pequeña caminata dentro de la oficina."
97,25,F,Divorciado,Tiempo Parcial,Alto,2,3,Me siento satisfecho con el progreso que logré hoy en mi trabajo.,2024-07-25 15:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
88,47,F,Casado,Tiempo Completo,Alto,3,3,El estrés me está afectando tanto que no puedo concentrarme en nada.,2024-10-03 17:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
79,37,M,Casado,Tiempo Parcial,Alto,1,3,Me siento satisfecho con el progreso que logré hoy en mi trabajo.,2024-12-25 12:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
30,30,M,Soltero,Tiempo Completo,Alto,1,3,El equipo hoy demostró un gran compromiso con los objetivos del proyecto.,2025-02-13 04:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
51,42,F,Divorciado,Tiempo Completo,Alto,2,4,"Hoy fue un día muy inspirador, aprendí cosas nuevas y valiosas.",2024-12-03 12:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
81,56,M,Divorciado,Tiempo Completo,Bajo,4,1,El estrés me está afectando tanto que no puedo concentrarme en nada.,2024-11-08 21:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
5,47,M,Soltero,Tiempo Parcial,Bajo,1,3,Me siento contento con el ambiente laboral de hoy.,2024-12-11 17:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
29,31,F,Casado,Tiempo Completo,Medio,3,5,Me siento agobiado por las expectativas.,2025-03-07 09:06:38.992,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
4,37,M,Casado,Tiempo Parcial,Bajo,4,2,Me siento agradecido por el apoyo que recibí de mis compañeros hoy.,2024-06-15 06:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
10,51,F,Casado,Tiempo Completo,Alto,4,9,El ambiente laboral hoy fue muy tenso.,2024-05-18 03:06:38.992,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
56,31,M,Casado,Tiempo Completo,Medio,4,6,"El trabajo me está consumiendo, no tengo tiempo para mí.",2024-12-04 04:06:38.992,Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
17,49,M,Casado,Tiempo Completo,Alto,4,3,"Hoy fue un día muy inspirador, aprendí cosas nuevas y valiosas.",2024-08-31 14:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
74,34,F,Soltero,Tiempo Completo,Bajo,1,10,No puedo evitar sentirme estresado por los cambios constantes en el proyecto.,2024-10-09 23:06:38.992,Estresado,Organiza tu espacio de trabajo por unos minutos o realiza respiraciones conscientes.
17,49,M,Casado,Tiempo Completo,Alto,2,2,El exceso de reuniones me está agotando.,2024-06-28 01:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
84,50,F,Divorciado,Tiempo Parcial,Bajo,4,8,Me siento frustrado porque no tengo suficiente tiempo para hacer todo lo que necesito.,2024-05-26 08:06:38.992,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
88,47,F,Casado,Tiempo Completo,Alto,3,1,"Hoy fue un día muy satisfactorio, cumplí con todas mis metas y objetivos.",2024-08-11 09:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
69,21,F,Soltero,Tiempo Completo,Medio,3,3,Me siento motivado por los nuevos desafíos que se presentaron hoy.,2024-09-22 21:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
34,42,F,Casado,Tiempo Completo,Alto,2,4,"Hoy fue un día muy frustrante, no pude cumplir con mis objetivos.",2025-02-26 15:06:38.992,No Estresado,"Levántate, camina un poco por la oficina y conversa brevemente con un compañero."
6,56,F,Casado,Tiempo Parcial,Alto,1,1,"Hoy fue un día muy gratificante, recibí feedback positivo de mi jefe.",2024-11-06 21:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
53,57,M,Casado,Tiempo Parcial,Medio,2,8,Me siento abrumado por la cantidad de responsabilidades que tengo.,2024-04-05 21:06:38.992,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
66,43,F,Divorciado,Tiempo Parcial,Bajo,4,2,Me siento satisfecho con el progreso que logré hoy en mi trabajo.,2024-09-06 06:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
77,57,F,Divorciado,Tiempo Completo,Bajo,1,3,"El equipo trabajó muy bien hoy, todos colaboraron de manera eficiente.",2024-07-09 13:06:38.992,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
43,25,F,Soltero,Tiempo Completo,Alto,1,10,Me siento agobiado por la cantidad de reuniones innecesarias.,2024-07-25 09:06:38.992,Estresado,Sal unos minutos a tomar aire fresco o mira un video relajante desde tu celular.
75,51,F,Divorciado,Tiempo Completo,Medio,4,10,"Hoy fue un día muy desorganizado, pero logré sacar adelante mis tareas.",2024-10-15 10:06:38.993,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
23,38,M,Soltero,Tiempo Completo,Medio,3,2,Necesito que el día tenga más horas para terminar todo lo que tengo pendiente.,2024-07-30 08:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
55,25,M,Soltero,Tiempo Completo,Alto,4,5,"Hoy fue un día muy gratificante, recibí el reconocimiento de mi jefe.",2024-05-10 09:06:38.993,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
80,52,F,Soltero,Tiempo Parcial,Medio,2,3,"Hoy tuve que lidiar con un cliente muy difícil, pero logré resolver el problema.",2024-07-07 10:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
95,31,F,Casado,Tiempo Completo,Medio,4,2,"Hoy fue un día muy relajado, pude trabajar a mi propio ritmo.",2024-10-12 17:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
75,51,F,Divorciado,Tiempo Completo,Medio,3,7,"Hoy fue un día muy desorganizado, pero logré sacar adelante mis tareas.",2025-02-03 06:06:38.993,Estresado,Realiza un breve ejercicio de relajación sentado o escribe en una nota lo que te preocupa para despejar la mente.
16,56,F,Soltero,Tiempo Parcial,Alto,4,1,"Hoy fue un día muy positivo, recibí el reconocimiento de mis colegas.",2024-09-08 23:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
8,31,F,Casado,Tiempo Parcial,Alto,2,3,El ambiente laboral hoy fue muy positivo y lleno de buenas vibras.,2024-07-15 16:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
4,37,M,Casado,Tiempo Parcial,Bajo,2,3,"Hoy fue un día normal, ni bueno ni malo.",2024-04-16 00:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
4,37,M,Casado,Tiempo Parcial,Bajo,3,1,"Hoy fue un día muy frustrante, no pude cumplir con mis objetivos.",2025-02-17 20:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
56,31,M,Casado,Tiempo Completo,Medio,2,2,Me siento feliz de haber terminado un proyecto importante hoy.,2025-01-29 00:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
25,21,M,Soltero,Tiempo Parcial,Medio,2,3,Me siento feliz de haber terminado un proyecto importante hoy.,2025-02-01 03:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
67,28,M,Divorciado,Tiempo Parcial,Bajo,4,4,El estrés no me deja disfrutar de los momentos de descanso.,2024-09-25 03:06:38.993,No Estresado,Ponte tus audífonos y escucha tu canción favorita por unos minutos.
96,46,M,Divorciado,Tiempo Parcial,Medio,1,3,"Hoy tuve que lidiar con un cliente muy difícil, pero logré resolver el problema.",2025-02-21 05:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
67,28,M,Divorciado,Tiempo Parcial,Bajo,2,2,"Hoy fue un día muy satisfactorio, cumplí con todas mis metas y objetivos.",2024-11-24 17:06:38.993,No Estresado,Tómate un momento para respirar profundamente y estírate en tu puesto.
